"Title","MIC","MMGBSA dG Bind"
"4.55",1.0000,-66.767
"4.54",0.5000,-64.343
"4.49",0.0630,-64.192
"4.81",1.0000,-62.728
"4.78",1.0000,-62.524
"4.68",0.5000,-62.398
"4.35",0.0080,-61.862
"4.45",0.0310,-61.142
"4.45",0.0310,-61.131
"4.40",0.0600,-60.919
"4.37",0.0160,-60.869
"4.79",1.0000,-60.700
"4.51",0.0630,-60.022
"4.36",0.0310,-59.943
"4.70",0.1250,-59.507
"4.62",8.0000,-59.402
"2.7",0.2500,-59.306
"4.73",0.5000,-59.290
"4.50",16.0000,-59.264
"4.77",16.0000,-59.237
"4.53",0.2500,-58.955
"4.42",4.0000,-58.795
"4.41",0.0500,-58.510
"4.80",8.0000,-58.344
"4.67",0.2500,-58.088
"4.63",0.1250,-57.664
"4.46",0.5000,-57.560
"4.76",8.0000,-57.042
"4.58",0.0160,-56.959
"4.85",64.0000,-56.786
"4.86",16.0000,-56.567
"4.6",0.0160,-56.496
"4.47",0.2500,-56.418
"4.66",8.0000,-56.394
"4.48",0.5000,-56.347
"4.57",0.0310,-56.193
"4.59",0.0630,-56.123
"4.72",0.1250,-55.915
"4.44",0.1250,-55.702
"4.56",0.5000,-55.654
"4.39",0.0300,-54.515
"4.38",0.0300,-54.167
"4.74",4.0000,-53.952
"4.84",32.0000,-53.932
"4.82",2.0000,-53.827
"4.43",0.2500,-53.387
"4.71",16.0000,-51.042
"4.87",16.0000,-49.913
"4.75",16.0000,-49.439
"4.64",16.0000,-45.220
"4.61",32.0000,-43.170
"4.83",64.0000,-42.951
"4.60",8.0000,-37.288
"4.65",16.0000,-34.190
