"Title","MIC","docking score"
"4.50",16.0000,-8.129
"3.59",8.0000,-7.814
"4.77",16.0000,-7.811
"3.17",1.0000,-7.788
"3.12",2.0000,-7.700
"3.44",8.0000,-7.613
"3.12",2.0000,-7.523
"3.57",1.0000,-7.438
"3.43",2.0000,-7.425
"3.52",0.2500,-7.326
"3.60",16.0000,-7.290
"3.61",16.0000,-7.176
"3.62",2.0000,-7.174
"6.21",0.0200,-7.172
"6.25",0.0300,-7.172
"3.50",0.0630,-7.136
"3.49",0.0630,-7.114
"3.56",0.5000,-7.113
"3.54",0.1250,-7.093
"3.27",8.0000,-7.070
"3.51",0.5000,-7.066
"3.7",0.5000,-7.038
"3.58",0.2500,-7.035
"3.6",0.2500,-7.025
"3.58",0.2500,-7.001
"3.28",8.0000,-6.955
"3.8",0.2500,-6.949
"4.53",0.2500,-6.907
"3.52",0.2500,-6.899
"3.10",8.0000,-6.883
"3.35",1.0000,-6.880
"3.22",4.0000,-6.879
"3.55",1.0000,-6.864
"3.24",2.0000,-6.849
"4.58",0.0160,-6.847
"4.63",0.1250,-6.811
"3.23",8.0000,-6.809
"3.9",1.5000,-6.807
"3.16",1.5000,-6.802
"4.59",0.0630,-6.799
"4.55",1.0000,-6.798
"3.37",1.0000,-6.795
"4.54",0.5000,-6.790
"3.38",0.2500,-6.777
"3.26",0.1200,-6.754
"3.36",4.0000,-6.739
"4.67",0.2500,-6.725
"3.25",0.2500,-6.709
"3.47",0.2500,-6.705
"6.18",2.0000,-6.698
"3.34",0.2500,-6.695
"3.15",0.5000,-6.672
"4.49",0.0630,-6.661
"6.16",0.2500,-6.656
"2.8",2.0000,-6.655
"4.38",0.0300,-6.650
"3.42",4.0000,-6.650
"3.31",8.0000,-6.636
"3.40",8.0000,-6.631
"3.53",4.0000,-6.594
"4.40",0.0600,-6.587
"4.42",4.0000,-6.576
"6.24",16.0000,-6.569
"4.81",1.0000,-6.550
"3.48",0.1300,-6.526
"3.29",2.0000,-6.518
"3.41",8.0000,-6.514
"4.79",1.0000,-6.510
"4.37",0.0160,-6.508
"4.72",0.1250,-6.502
"4.48",0.5000,-6.502
"4.51",0.0630,-6.502
"4.56",0.5000,-6.502
"6.7",4.0000,-6.502
"3.14",4.0000,-6.487
"3.33",0.2500,-6.487
"4.78",1.0000,-6.483
"3.4",0.2500,-6.479
"2.7",0.2500,-6.479
"4.76",8.0000,-6.465
"6.6",0.0200,-6.452
"3.11",8.0000,-6.411
"6.14",0.5000,-6.397
"3.31",8.0000,-6.394
"3.30",4.0000,-6.385
"4.41",0.0500,-6.383
"4.73",0.5000,-6.375
"4.71",16.0000,-6.373
"6.10",1.0600,-6.373
"4.39",0.0300,-6.368
"3.21",4.0000,-6.345
"4.66",8.0000,-6.345
"3.30",4.0000,-6.333
"6.5",0.0200,-6.332
"3.57",1.0000,-6.329
"6.9",0.5000,-6.322
"3.18",0.5000,-6.309
"4.68",0.5000,-6.306
"4.46",0.5000,-6.268
"3.46",0.2500,-6.247
"4.69",2.0000,-6.233
"4.85",64.0000,-6.230
"3.13",8.0000,-6.222
"6.23",0.0300,-6.221
"6.13",0.2500,-6.220
"4.35",0.0080,-6.218
"6.11",2.0000,-6.211
"3.32",0.1200,-6.210
"4.52",2.0000,-6.208
"6.8",0.0600,-6.205
"3.39",2.0000,-6.190
"4.82",2.0000,-6.188
"AM8192",0.0600,-6.183
"4.57",0.0310,-6.180
"4.47",0.2500,-6.179
"3.45",0.5000,-6.167
"4.84",32.0000,-6.133
"4.6",0.0160,-6.119
"AM8085",0.0160,-6.119
"3.39",2.0000,-6.084
"4.44",0.1250,-6.070
"3.53",4.0000,-6.067
"3.42",4.0000,-6.061
"4.36",0.0310,-5.962
"4.65",16.0000,-5.927
"6.19",0.1300,-5.922
"4.75",16.0000,-5.894
"4.70",0.1250,-5.879
"4.86",16.0000,-5.874
"6.12",8.0000,-5.855
"AM8191",0.0200,-5.844
"4.80",8.0000,-5.839
"4.83",64.0000,-5.784
"4.61",32.0000,-5.750
"4.43",0.2500,-5.735
"3.15",0.5000,-5.709
"4.64",16.0000,-5.647
"4.62",8.0000,-5.594
"6.20",16.0000,-5.546
"4.45",0.0310,-5.503
"4.74",4.0000,-5.391
"4.87",16.0000,-5.384
"4.45",0.0310,-5.309
"6.19",0.1300,-5.223
"4.60",8.0000,-4.321
"6.22",0.0300,-3.736
