"Title","MIC","MMGBSA dG Bind"
"3.58",0.2500,-74.855
"3.38",0.2500,-73.003
"3.44",8.0000,-72.657
"3.6",0.2500,-71.702
"3.37",1.0000,-71.088
"3.34",0.2500,-71.033
"3.26",0.1200,-70.757
"3.58",0.2500,-70.311
"3.42",4.0000,-68.938
"6.5",0.0200,-68.795
"3.36",4.0000,-68.266
"3.53",4.0000,-67.780
"2.8",2.0000,-67.662
"3.8",0.2500,-66.874
"4.54",0.5000,-66.842
"3.22",4.0000,-66.411
"3.12",2.0000,-66.374
"3.42",4.0000,-66.168
"4.72",0.1250,-65.795
"6.8",0.0600,-65.777
"6.19",0.1300,-65.476
"3.39",2.0000,-65.296
"3.43",2.0000,-65.288
"3.12",2.0000,-64.893
"4.79",1.0000,-64.861
"4.75",16.0000,-64.819
"4.63",0.1250,-64.516
"4.50",16.0000,-64.331
"3.51",0.5000,-64.118
"4.77",16.0000,-64.095
"6.13",0.2500,-63.840
"6.21",0.0200,-63.730
"3.24",2.0000,-63.439
"3.47",0.2500,-63.420
"4.49",0.0630,-63.137
"4.81",1.0000,-62.820
"4.73",0.5000,-62.724
"3.54",0.1250,-62.690
"AM8191",0.0200,-62.680
"4.68",0.5000,-62.371
"3.35",1.0000,-62.254
"3.9",1.5000,-62.095
"3.29",2.0000,-62.077
"3.14",4.0000,-61.842
"3.10",8.0000,-61.772
"3.30",4.0000,-61.760
"3.49",0.0630,-61.517
"4.85",64.0000,-61.488
"3.40",8.0000,-61.447
"3.62",2.0000,-61.440
"6.23",0.0300,-61.431
"6.24",16.0000,-61.131
"6.25",0.0300,-61.070
"3.39",2.0000,-60.970
"3.21",4.0000,-60.895
"3.11",8.0000,-60.713
"4.40",0.0600,-60.654
"4.45",0.0310,-60.450
"3.41",8.0000,-60.429
"4.59",0.0630,-60.319
"3.61",16.0000,-60.284
"6.7",4.0000,-60.178
"4.37",0.0160,-60.102
"3.25",0.2500,-60.018
"4.58",0.0160,-60.013
"3.31",8.0000,-59.984
"4.6",0.0160,-59.910
"AM8085",0.0160,-59.905
"4.84",32.0000,-59.895
"4.36",0.0310,-59.883
"4.82",2.0000,-59.697
"4.76",8.0000,-59.556
"4.67",0.2500,-59.488
"3.55",1.0000,-59.271
"6.18",2.0000,-59.192
"3.18",0.5000,-59.149
"4.57",0.0310,-59.084
"3.28",8.0000,-59.024
"4.41",0.0500,-58.936
"3.32",0.1200,-58.809
"3.52",0.2500,-58.775
"3.30",4.0000,-58.756
"4.53",0.2500,-58.695
"3.52",0.2500,-58.644
"6.12",8.0000,-58.619
"4.35",0.0080,-58.493
"3.4",0.2500,-58.444
"2.7",0.2500,-58.444
"3.59",8.0000,-58.427
"3.50",0.0630,-58.410
"4.43",0.2500,-58.053
"6.16",0.2500,-58.043
"3.31",8.0000,-57.696
"4.80",8.0000,-57.608
"4.46",0.5000,-57.526
"4.52",2.0000,-57.466
"3.17",1.0000,-57.256
"AM8192",0.0600,-57.155
"3.16",1.5000,-57.074
"3.27",8.0000,-57.000
"6.22",0.0300,-56.975
"3.7",0.5000,-56.944
"4.69",2.0000,-56.801
"4.48",0.5000,-56.574
"4.51",0.0630,-56.500
"4.66",8.0000,-56.413
"4.45",0.0310,-56.347
"4.47",0.2500,-56.304
"3.57",1.0000,-56.103
"3.53",4.0000,-56.022
"4.74",4.0000,-56.015
"6.10",1.0600,-55.672
"6.6",0.0200,-55.546
"4.39",0.0300,-55.473
"4.38",0.0300,-55.163
"3.15",0.5000,-54.818
"4.86",16.0000,-54.813
"6.9",0.5000,-54.748
"3.48",0.1300,-54.083
"4.42",4.0000,-53.737
"4.56",0.5000,-53.542
"3.23",8.0000,-53.411
"6.14",0.5000,-53.378
"4.70",0.1250,-53.305
"4.71",16.0000,-53.067
"4.78",1.0000,-52.087
"3.33",0.2500,-51.990
"4.44",0.1250,-51.960
"3.60",16.0000,-51.282
"3.15",0.5000,-50.673
"3.56",0.5000,-49.844
"6.11",2.0000,-49.700
"4.87",16.0000,-49.516
"6.19",0.1300,-48.666
"4.55",1.0000,-48.547
"3.57",1.0000,-48.406
"3.45",0.5000,-47.970
"4.65",16.0000,-47.312
"4.64",16.0000,-46.662
"4.83",64.0000,-46.126
"3.46",0.2500,-44.150
"4.61",32.0000,-43.623
"6.20",16.0000,-39.008
"4.62",8.0000,-38.554
"4.60",8.0000,-36.350
"3.13",8.0000,-29.826
