"Title","MIC","MMGBSA dG Bind"
"3.6",0.2500,-73.083
"3.34",0.2500,-70.885
"3.58",0.2500,-70.880
"3.25",0.2500,-70.392
"3.26",0.1200,-70.075
"3.37",1.0000,-69.294
"3.36",4.0000,-69.023
"3.58",0.2500,-69.020
"3.42",4.0000,-68.369
"3.35",1.0000,-68.317
"3.8",0.2500,-67.984
"3.24",2.0000,-67.707
"3.22",4.0000,-65.860
"3.38",0.2500,-65.829
"3.48",0.1300,-65.745
"3.21",4.0000,-65.276
"3.53",4.0000,-64.118
"3.51",0.5000,-63.893
"3.54",0.1250,-63.869
"AM8191",0.0200,-63.687
"3.9",1.5000,-63.019
"3.12",2.0000,-62.938
"3.62",2.0000,-62.643
"3.55",1.0000,-61.816
"3.32",0.1200,-61.786
"3.49",0.0630,-61.584
"3.30",4.0000,-61.535
"3.47",0.2500,-61.478
"3.42",4.0000,-61.446
"3.43",2.0000,-61.384
"3.39",2.0000,-61.306
"2.8",2.0000,-61.135
"3.41",8.0000,-60.903
"3.33",0.2500,-60.747
"3.44",8.0000,-60.688
"3.61",16.0000,-60.679
"3.27",8.0000,-60.653
"3.39",2.0000,-60.609
"3.50",0.0630,-60.542
"3.29",2.0000,-60.153
"3.17",1.0000,-59.507
"3.12",2.0000,-59.413
"2.7",0.2500,-59.306
"3.4",0.2500,-59.306
"3.53",4.0000,-59.297
"3.18",0.5000,-59.066
"3.30",4.0000,-58.818
"3.28",8.0000,-58.421
"3.15",0.5000,-58.328
"3.59",8.0000,-58.181
"3.10",8.0000,-57.639
"3.40",8.0000,-57.257
"3.52",0.2500,-57.208
"3.31",8.0000,-57.067
"3.7",0.5000,-56.901
"3.11",8.0000,-56.523
"AM8085",0.0160,-56.504
"AM8192",0.0600,-55.650
"3.15",0.5000,-55.622
"3.57",1.0000,-55.240
"3.31",8.0000,-55.225
"3.16",1.5000,-54.907
"3.23",8.0000,-54.746
"3.56",0.5000,-53.898
"3.57",1.0000,-53.685
"3.14",4.0000,-53.099
"3.60",16.0000,-51.313
"3.52",0.2500,-51.073
"3.45",0.5000,-47.556
"3.46",0.2500,-45.044
"3.13",8.0000,-38.039
