"Title","MIC","docking score"
"2.7",0.2500,-11.432
"2.8",2.0000,-10.889
"3.4",0.2500,-11.432
"3.6",0.2500,-11.578
"3.7",0.5000,-11.386
"3.8",0.2500,-11.367
"3.9",1.5000,-11.332
"3.10",8.0000,-10.739
"3.11",8.0000,-11.626
"3.12",2.0000,-10.560
"3.12",2.0000,-8.182
"3.13",8.0000,-10.355
"3.14",4.0000,-11.201
"3.15",0.5000,-11.250
"3.15",0.5000,-8.713
"3.16",1.5000,-11.584
"3.17",1.0000,-9.728
"3.18",0.5000,-10.397
"3.21",4.0000,-10.685
"3.22",4.0000,-10.633
"3.23",8.0000,-10.125
"3.24",2.0000,-10.741
"3.25",0.2500,-10.481
"3.26",0.1200,-10.464
"3.27",8.0000,-9.655
"3.28",8.0000,-9.411
"3.29",2.0000,-10.423
"3.30",4.0000,-10.076
"3.30",4.0000,-7.915
"3.31",8.0000,-10.302
"3.31",8.0000,-7.900
"3.32",0.1200,-10.489
"3.33",0.2500,-10.660
"3.34",0.2500,-10.444
"3.35",1.0000,-10.682
"3.36",4.0000,-9.749
"3.37",1.0000,-9.797
"3.38",0.2500,-10.164
"3.39",2.0000,-10.397
"3.39",2.0000,-10.309
"3.40",8.0000,-10.378
"3.41",8.0000,-10.324
"3.42",4.0000,-9.302
"3.42",4.0000,-8.937
"3.43",2.0000,-9.271
"3.44",8.0000,-10.694
"3.45",0.5000,-10.566
"3.46",0.2500,-8.791
"3.47",0.2500,-10.699
"3.48",0.1300,-10.394
"3.49",0.0630,-9.699
"3.50",0.0630,-10.752
"3.51",0.5000,-10.164
"3.52",0.2500,-8.746
"3.52",0.2500,-7.629
"3.53",4.0000,-10.187
"3.53",4.0000,-7.715
"3.54",0.1250,-10.499
"3.55",1.0000,-10.312
"3.56",0.5000,-10.137
"3.57",1.0000,-9.212
"3.57",1.0000,-7.733
"3.58",0.2500,-10.898
"3.58",0.2500,-8.397
"3.59",8.0000,-9.877
"3.60",16.0000,-10.173
"3.61",16.0000,-10.850
"3.62",2.0000,-10.948
"4.6",0.0160,-10.949
"4.35",0.0080,-10.385
"4.36",0.0310,-10.449
"4.37",0.0160,-10.932
"4.38",0.0300,-10.782
"4.39",0.0300,-11.120
"4.40",0.0600,-10.709
"4.41",0.0500,-10.426
"4.42",4.0000,-10.641
"4.43",0.2500,-10.828
"4.44",0.1250,-10.599
"4.45",0.0310,-10.483
"4.45",0.0310,-10.042
"4.46",0.5000,-10.588
"4.47",0.2500,-10.024
"4.48",0.5000,-11.008
"4.49",0.0630,-11.030
"4.50",16.0000,-9.800
"4.51",0.0630,-10.984
"4.52",2.0000,-10.705
"4.53",0.2500,-11.626
"4.54",0.5000,-10.538
"4.55",1.0000,-11.358
"4.56",0.5000,-10.721
"4.57",0.0310,-10.635
"4.58",0.0160,-11.035
"4.59",0.0630,-10.904
"4.60",8.0000,-9.244
"4.61",32.0000,-12.661
"4.62",8.0000,-8.453
"4.63",0.1250,-11.637
"4.64",16.0000,-10.028
"4.65",16.0000,-10.752
"4.66",8.0000,-10.130
"4.67",0.2500,-10.095
"4.68",0.5000,-10.162
"4.69",2.0000,-10.192
"4.70",0.1250,-10.381
"4.71",16.0000,-10.629
"4.72",0.1250,-10.807
"4.73",0.5000,-10.636
"4.74",4.0000,-10.803
"4.75",16.0000,-10.491
"4.76",8.0000,-10.267
"4.77",16.0000,-9.069
"4.78",1.0000,-10.627
"4.79",1.0000,-10.901
"4.80",8.0000,-8.439
"4.81",1.0000,-10.872
"4.82",2.0000,-10.371
"4.83",64.0000,-10.061
"4.84",32.0000,-9.840
"4.85",64.0000,-10.060
"4.86",16.0000,-9.855
"4.87",16.0000,-7.857
"6.5",0.0200,-9.713
"6.6",0.0200,-10.738
"6.7",4.0000,-10.274
"6.8",0.0600,-10.550
"6.9",0.5000,-10.633
"6.10",1.0600,-10.471
"6.11",2.0000,-10.479
"6.12",8.0000,-6.465
"6.13",0.2500,-10.117
"6.14",0.5000,-10.578
"6.16",0.2500,-10.670
"6.18",2.0000,-9.505
"6.19",0.1300,-10.471
"6.19",0.1300,-7.400
"6.20",16.0000,-8.868
"6.21",0.0200,-8.791
"6.22",0.0300,-8.074
"6.23",0.0300,-10.611
"6.24",16.0000,-10.101
"6.25",0.0300,-9.074
"AM8085",0.0160,-10.931
"AM8191",0.0200,-10.814
"AM8192",0.0600,-10.792
