"Title","MIC","MMGBSA dG Bind"
"6.5",0.0200,-67.167
"6.8",0.0600,-65.348
"6.25",0.0300,-65.023
"6.19",0.1300,-64.860
"6.7",4.0000,-63.425
"6.24",16.0000,-62.127
"6.23",0.0300,-61.383
"6.13",0.2500,-61.374
"6.10",1.0600,-61.057
"AM8191",0.0200,-60.131
"2.7",0.2500,-59.306
"6.14",0.5000,-59.182
"6.18",2.0000,-58.942
"6.12",8.0000,-58.715
"6.21",0.0200,-58.651
"6.16",0.2500,-58.136
"6.22",0.0300,-57.420
"6.11",2.0000,-57.248
"6.20",16.0000,-56.597
"6.6",0.0200,-55.518
"6.9",0.5000,-51.964
"6.19",0.1300,-46.262
