"Title","MIC","MMGBSA dG Bind"
"3.6",0.2500,-73.340
"3.44",8.0000,-73.235
"3.58",0.2500,-71.598
"3.26",0.1200,-71.345
"3.36",4.0000,-70.146
"3.34",0.2500,-70.055
"3.25",0.2500,-69.904
"3.58",0.2500,-68.874
"3.24",2.0000,-68.578
"3.8",0.2500,-67.749
"3.53",4.0000,-67.740
"6.5",0.0200,-67.472
"3.12",2.0000,-66.962
"4.49",0.0630,-66.186
"3.22",4.0000,-65.667
"6.8",0.0600,-65.587
"4.63",0.1250,-65.514
"3.41",8.0000,-65.336
"3.21",4.0000,-65.225
"3.43",2.0000,-65.208
"6.25",0.0300,-65.201
"4.55",1.0000,-65.104
"3.38",0.2500,-65.022
"3.48",0.1300,-65.021
"3.9",1.5000,-64.983
"6.19",0.1300,-64.881
"4.53",0.2500,-64.775
"4.79",1.0000,-64.751
"3.42",4.0000,-64.348
"3.51",0.5000,-64.074
"3.54",0.1250,-63.803
"6.13",0.2500,-63.616
"3.12",2.0000,-63.587
"4.81",1.0000,-63.470
"6.7",4.0000,-63.458
"3.47",0.2500,-63.407
"3.53",4.0000,-62.769
"4.50",16.0000,-62.748
"4.73",0.5000,-62.733
"6.18",2.0000,-62.600
"4.68",0.5000,-62.378
"3.35",1.0000,-62.314
"6.21",0.0200,-61.952
"3.42",4.0000,-61.885
"3.10",8.0000,-61.756
"3.49",0.0630,-61.702
"3.30",4.0000,-61.676
"3.40",8.0000,-61.523
"4.67",0.2500,-61.405
"3.62",2.0000,-61.343
"6.23",0.0300,-61.295
"4.35",0.0080,-61.130
"3.39",2.0000,-60.977
"3.11",8.0000,-60.907
"4.37",0.0160,-60.905
"4.40",0.0600,-60.853
"4.77",16.0000,-60.839
"3.39",2.0000,-60.557
"4.74",4.0000,-60.347
"AM8085",0.0160,-60.270
"4.6",0.0160,-60.263
"4.45",0.0310,-60.156
"3.29",2.0000,-60.148
"4.36",0.0310,-59.885
"3.50",0.0630,-59.804
"4.38",0.0300,-59.691
"4.54",0.5000,-59.667
"4.45",0.0310,-59.585
"3.55",1.0000,-59.273
"4.57",0.0310,-59.271
"3.32",0.1200,-59.204
"6.6",0.0200,-59.155
"4.70",0.1250,-59.150
"4.72",0.1250,-59.140
"6.14",0.5000,-59.022
"3.33",0.2500,-58.879
"4.44",0.1250,-58.854
"3.30",4.0000,-58.847
"4.41",0.0500,-58.828
"4.51",0.0630,-58.805
"3.52",0.2500,-58.626
"6.24",16.0000,-58.583
"3.59",8.0000,-58.137
"3.52",0.2500,-58.125
"3.4",0.2500,-58.045
"2.7",0.2500,-58.045
"6.12",8.0000,-58.038
"3.28",8.0000,-58.014
"4.47",0.2500,-57.941
"3.31",8.0000,-57.671
"4.52",2.0000,-57.654
"4.85",64.0000,-57.617
"4.46",0.5000,-57.577
"4.56",0.5000,-57.542
"4.80",8.0000,-57.527
"3.17",1.0000,-57.489
"4.59",0.0630,-57.325
"6.16",0.2500,-57.219
"4.58",0.0160,-57.160
"6.10",1.0600,-57.150
"4.76",8.0000,-57.101
"3.7",0.5000,-56.930
"3.15",0.5000,-56.920
"2.8",2.0000,-56.684
"4.86",16.0000,-56.616
"4.66",8.0000,-56.430
"3.31",8.0000,-56.406
"3.16",1.5000,-56.389
"AM8191",0.0200,-56.157
"3.57",1.0000,-56.036
"4.69",2.0000,-55.663
"4.39",0.0300,-55.443
"3.15",0.5000,-54.656
"AM8192",0.0600,-54.444
"4.84",32.0000,-54.410
"3.27",8.0000,-53.891
"4.82",2.0000,-53.832
"3.23",8.0000,-53.438
"6.22",0.0300,-53.259
"4.42",4.0000,-53.215
"3.14",4.0000,-53.188
"4.71",16.0000,-52.925
"4.78",1.0000,-52.892
"3.56",0.5000,-52.680
"4.43",0.2500,-52.501
"4.60",8.0000,-52.103
"3.37",1.0000,-51.972
"6.9",0.5000,-51.632
"6.11",2.0000,-51.596
"4.87",16.0000,-51.565
"3.18",0.5000,-51.564
"4.61",32.0000,-51.485
"3.60",16.0000,-51.208
"6.20",16.0000,-49.520
"3.57",1.0000,-49.249
"4.75",16.0000,-48.961
"3.61",16.0000,-48.556
"3.45",0.5000,-47.069
"4.62",8.0000,-46.851
"4.64",16.0000,-46.672
"4.65",16.0000,-46.505
"3.46",0.2500,-45.721
"4.83",64.0000,-44.487
"4.48",0.5000,-39.870
"6.19",0.1300,-39.260
"3.13",8.0000,-27.876
