"Title","MIC","docking score"
"3.12",2.0000,-8.234
"5.53",1.0000,-8.493
"5.54",16.0000,-8.477
"3.58",0.2500,-7.468
"3.52",0.2500,-7.505
"3.17",1.0000,-8.376
"5.64",8.0000,-8.336
"4.77",16.0000,-8.044
"4.50",16.0000,-8.025
"5.60",0.5000,-8.019
"3.31",8.0000,-6.757
"3.57",1.0000,-7.669
"5.52",0.0630,-7.994
"3.59",8.0000,-7.989
"5.65",16.0000,-7.979
"3.53",4.0000,-6.979
"5.51",0.0630,-7.881
"6.25",0.0300,-7.827
"5.49",0.0310,-7.683
"3.30",4.0000,-6.561
"5.50",0.2500,-7.623
"6.21",0.0200,-7.656
"3.52",0.2500,-7.461
"3.50",0.0630,-7.550
"4.55",1.0000,-7.507
"3.58",0.2500,-7.407
"5.48",16.0000,-7.477
"3.43",2.0000,-7.423
"3.8",0.2500,-7.370
"5.12",0.0630,-7.369
"3.25",0.2500,-7.233
"3.26",0.1200,-7.282
"5.63",0.0630,-7.226
"3.49",0.0630,-7.237
"4.53",0.2500,-7.190
"3.54",0.1250,-7.221
"5.46",0.0630,-7.175
"3.62",2.0000,-7.197
"4.59",0.0630,-7.103
"5.59",0.1250,-7.096
"5.61",1.0000,-7.087
"3.48",0.1300,-7.076
"3.34",0.2500,-7.094
"5.47",0.2500,-7.070
"3.51",0.5000,-7.094
"3.14",4.0000,-7.055
"4.87",16.0000,-7.037
"3.7",0.5000,-7.020
"3.15",0.5000,-5.803
"4.79",1.0000,-7.004
"3.16",1.5000,-7.013
"3.31",8.0000,-6.953
"4.81",1.0000,-6.976
"3.9",1.5000,-6.977
"5.17",0.0310,-6.973
"3.39",2.0000,-6.420
"3.56",0.5000,-6.980
"3.15",0.5000,-6.898
"5.8",0.0630,-6.929
"3.41",8.0000,-6.956
"4.39",0.0300,-6.910
"4.54",0.5000,-6.909
"3.33",0.2500,-6.922
"5.18",0.0630,-6.894
"4.65",16.0000,-6.883
"3.55",1.0000,-6.916
"2.7",0.2500,-6.869
"3.4",0.2500,-6.869
"5.10",0.0630,-6.867
"4.49",0.0630,-6.863
"3.32",0.1200,-6.875
"5.13",0.0160,-6.844
"3.57",1.0000,-6.373
"4.37",0.0160,-6.818
"3.40",8.0000,-6.855
"4.71",16.0000,-6.813
"5.9",0.1250,-6.805
"4.67",0.2500,-6.805
"4.42",4.0000,-6.804
"5.21",0.0630,-6.798
"5.26",0.1250,-6.774
"3.46",0.2500,-6.782
"5.20",1.0000,-6.762
"4.78",1.0000,-6.762
"3.10",8.0000,-6.760
"3.44",8.0000,-6.796
"4.48",0.5000,-6.756
"3.29",2.0000,-6.753
"4.43",0.2500,-6.751
"4.63",0.1250,-6.750
"3.47",0.2500,-6.745
"3.11",8.0000,-6.733
"2.8",2.0000,-6.732
"6.5",0.0200,-6.727
"3.39",2.0000,-6.401
"3.12",2.0000,-6.469
"3.18",0.5000,-6.730
"3.21",4.0000,-6.721
"4.44",0.1250,-6.683
"5.11",0.1250,-6.683
"3.35",1.0000,-6.700
"4.82",2.0000,-6.681
"5.45",0.0310,-6.672
"5.67",0.1250,-6.662
"5.15",0.0310,-6.664
"3.24",2.0000,-6.658
"4.58",0.0160,-6.648
"6.6",0.0200,-6.631
"3.45",0.5000,-6.623
"5.31",0.5000,-6.601
"3.37",1.0000,-6.599
"6.23",0.0300,-6.568
"4.73",0.5000,-6.560
"4.68",0.5000,-6.558
"4.38",0.0300,-6.554
"AM8192",0.0600,-6.543
"3.30",4.0000,-6.483
"4.56",0.5000,-6.543
"3.60",16.0000,-6.518
"5.66",0.1250,-6.530
"4.35",0.0080,-6.531
"5.7",0.2500,-6.501
"AM8191",0.0200,-6.472
"4.70",0.1250,-6.471
"4.69",2.0000,-6.469
"4.36",0.0310,-6.469
"4.6",0.0160,-6.468
"5.3",0.0160,-6.468
"AM8085",0.0160,-6.468
"4.57",0.0310,-6.447
"5.23",0.1250,-6.441
"5.16",0.0160,-6.397
"5.6",0.0310,-6.396
"5.62",0.1250,-6.394
"3.42",4.0000,-6.227
"4.75",16.0000,-6.359
"5.14",0.0630,-6.335
"3.36",4.0000,-6.351
"3.23",8.0000,-6.325
"3.42",4.0000,-5.468
"3.38",0.2500,-6.331
"4.76",8.0000,-6.312
"3.22",4.0000,-6.327
"4.45",0.0310,-5.811
"4.51",0.0630,-6.285
"3.61",16.0000,-6.242
"5.19",0.2500,-6.236
"5.32",1.0000,-6.217
"6.24",16.0000,-6.213
"4.40",0.0600,-6.214
"4.74",4.0000,-6.193
"4.41",0.0500,-6.192
