"Title","MIC","MMGBSA dG Bind"
"3.58",0.2500,-72.053
"3.34",0.2500,-71.893
"3.6",0.2500,-71.791
"3.58",0.2500,-70.408
"3.26",0.1200,-70.198
"3.36",4.0000,-70.083
"3.25",0.2500,-69.678
"3.37",1.0000,-68.453
"3.8",0.2500,-67.585
"4.63",0.1250,-67.568
"6.5",0.0200,-67.311
"3.48",0.1300,-65.950
"3.38",0.2500,-65.849
"3.22",4.0000,-65.754
"6.8",0.0600,-65.580
"3.39",2.0000,-65.468
"3.21",4.0000,-65.425
"3.43",2.0000,-65.172
"3.42",4.0000,-65.031
"4.79",1.0000,-64.782
"2.8",2.0000,-64.775
"3.12",2.0000,-64.763
"6.19",0.1300,-64.754
"6.25",0.0300,-64.713
"3.12",2.0000,-64.459
"6.22",0.0300,-64.222
"4.77",16.0000,-64.096
"4.49",0.0630,-64.045
"6.11",2.0000,-64.011
"4.54",0.5000,-63.897
"3.42",4.0000,-63.782
"4.81",1.0000,-63.588
"6.7",4.0000,-63.429
"3.9",1.5000,-62.978
"3.28",8.0000,-62.621
"3.44",8.0000,-62.259
"6.24",16.0000,-62.255
"3.35",1.0000,-62.234
"4.37",0.0160,-62.066
"3.29",2.0000,-62.011
"6.21",0.0200,-61.915
"4.51",0.0630,-61.891
"4.35",0.0080,-61.880
"4.55",1.0000,-61.861
"3.11",8.0000,-61.823
"3.32",0.1200,-61.744
"3.30",4.0000,-61.709
"3.62",2.0000,-61.452
"3.47",0.2500,-61.231
"4.45",0.0310,-61.157
"4.74",4.0000,-61.013
"6.10",1.0600,-61.013
"3.39",2.0000,-60.834
"3.54",0.1250,-60.819
"3.33",0.2500,-60.697
"3.50",0.0630,-60.654
"4.40",0.0600,-60.637
"4.84",32.0000,-60.569
"3.16",1.5000,-60.530
"4.45",0.0310,-60.520
"3.55",1.0000,-60.243
"AM8191",0.0200,-60.181
"4.58",0.0160,-60.029
"3.18",0.5000,-59.976
"4.59",0.0630,-59.941
"4.50",16.0000,-59.859
"4.48",0.5000,-59.837
"6.13",0.2500,-59.811
"3.31",8.0000,-59.783
"3.24",2.0000,-59.580
"3.51",0.5000,-59.536
"4.76",8.0000,-59.397
"6.18",2.0000,-59.386
"4.57",0.0310,-59.182
"3.61",16.0000,-59.015
"4.53",0.2500,-58.857
"3.31",8.0000,-58.778
"6.12",8.0000,-58.696
"4.41",0.0500,-58.619
"3.41",8.0000,-58.560
"3.10",8.0000,-58.485
"6.23",0.0300,-58.427
"6.6",0.0200,-58.397
"3.4",0.2500,-58.375
"2.7",0.2500,-58.375
"4.73",0.5000,-58.293
"3.52",0.2500,-58.215
"4.46",0.5000,-58.189
"3.59",8.0000,-58.170
"3.49",0.0630,-58.062
"4.52",2.0000,-57.958
"3.7",0.5000,-57.945
"4.82",2.0000,-57.931
"4.47",0.2500,-57.811
"4.66",8.0000,-57.722
"3.52",0.2500,-57.663
"3.30",4.0000,-57.596
"3.40",8.0000,-57.285
"6.16",0.2500,-57.210
"4.6",0.0160,-57.177
"AM8085",0.0160,-56.903
"3.53",4.0000,-56.810
"3.53",4.0000,-56.729
"6.20",16.0000,-56.683
"4.85",64.0000,-56.672
"4.86",16.0000,-56.632
"3.27",8.0000,-56.604
"4.72",0.1250,-56.498
"4.78",1.0000,-56.486
"4.68",0.5000,-56.422
"4.56",0.5000,-55.695
"AM8192",0.0600,-55.639
"3.57",1.0000,-55.169
"4.67",0.2500,-55.090
"3.17",1.0000,-54.886
"4.39",0.0300,-54.577
"4.42",4.0000,-54.043
"4.38",0.0300,-53.254
"3.23",8.0000,-53.246
"4.80",8.0000,-53.206
"3.14",4.0000,-53.187
"4.70",0.1250,-53.128
"4.69",2.0000,-52.250
"6.9",0.5000,-52.119
"6.14",0.5000,-51.831
"3.15",0.5000,-51.188
"4.71",16.0000,-51.041
"3.56",0.5000,-50.978
"3.60",16.0000,-50.156
"3.57",1.0000,-50.085
"4.36",0.0310,-49.753
"4.61",32.0000,-49.673
"4.75",16.0000,-49.467
"3.45",0.5000,-48.015
"4.44",0.1250,-47.128
"4.65",16.0000,-46.466
"6.19",0.1300,-46.262
"4.64",16.0000,-45.175
"3.15",0.5000,-44.905
"4.43",0.2500,-44.419
"4.83",64.0000,-43.444
"3.46",0.2500,-42.886
"4.60",8.0000,-38.031
"4.62",8.0000,-36.878
"4.87",16.0000,-30.682
"3.13",8.0000,-23.840
