"Title","MIC","MMGBSA dG Bind"
"3.58",0.2500,-74.194
"3.58",0.2500,-72.615
"3.6",0.2500,-72.378
"3.26",0.1200,-72.142
"3.34",0.2500,-71.025
"4.62",8.0000,-71.025
"4.67",0.2500,-70.361
"6.5",0.0200,-70.214
"3.35",1.0000,-69.367
"3.36",4.0000,-69.204
"3.53",4.0000,-68.675
"3.8",0.2500,-68.661
"3.12",2.0000,-67.734
"3.51",0.5000,-67.198
"4.49",0.0630,-67.161
"3.41",8.0000,-66.824
"6.8",0.0600,-66.549
"4.55",1.0000,-66.539
"3.43",2.0000,-66.458
"3.22",4.0000,-66.433
"3.21",4.0000,-66.124
"4.63",0.1250,-65.951
"3.48",0.1300,-65.862
"4.79",1.0000,-65.669
"3.12",2.0000,-65.575
"3.39",2.0000,-65.522
"3.55",1.0000,-65.474
"3.9",1.5000,-65.388
"4.84",32.0000,-65.146
"4.77",16.0000,-64.855
"4.73",0.5000,-64.740
"6.25",0.0300,-64.624
"3.25",0.2500,-64.504
"4.81",1.0000,-64.288
"3.47",0.2500,-64.036
"3.52",0.2500,-63.915
"3.53",4.0000,-63.573
"AM8191",0.0200,-63.268
"4.68",0.5000,-63.252
"6.18",2.0000,-63.182
"6.24",16.0000,-62.920
"6.13",0.2500,-62.905
"4.51",0.0630,-62.793
"6.21",0.0200,-62.792
"4.54",0.5000,-62.733
"6.23",0.0300,-62.678
"3.62",2.0000,-62.457
"3.30",4.0000,-62.426
"3.54",0.1250,-62.288
"4.43",0.2500,-62.264
"3.40",8.0000,-62.196
"3.39",2.0000,-61.603
"3.50",0.0630,-61.423
"4.45",0.0310,-61.255
"4.74",4.0000,-61.076
"3.29",2.0000,-60.923
"3.30",4.0000,-60.902
"4.50",16.0000,-60.827
"4.75",16.0000,-60.669
"4.82",2.0000,-60.659
"3.49",0.0630,-60.578
"4.38",0.0300,-60.399
"4.46",0.5000,-60.394
"3.11",8.0000,-60.271
"4.76",8.0000,-60.212
"4.72",0.1250,-60.087
"4.59",0.0630,-60.007
"2.7",0.2500,-59.824
"3.4",0.2500,-59.824
"4.35",0.0080,-59.739
"3.32",0.1200,-59.605
"4.41",0.0500,-59.604
"3.52",0.2500,-59.577
"4.36",0.0310,-59.528
"3.28",8.0000,-59.115
"3.59",8.0000,-59.002
"3.15",0.5000,-58.986
"6.7",4.0000,-58.822
"4.47",0.2500,-58.665
"3.10",8.0000,-58.504
"4.45",0.0310,-58.489
"4.40",0.0600,-58.432
"3.31",8.0000,-58.371
"3.33",0.2500,-58.323
"3.17",1.0000,-58.300
"4.71",16.0000,-58.204
"6.14",0.5000,-58.102
"4.52",2.0000,-57.956
"6.9",0.5000,-57.791
"3.7",0.5000,-57.755
"4.58",0.0160,-57.700
"4.57",0.0310,-57.516
"2.8",2.0000,-57.428
"AM8085",0.0160,-57.420
"4.6",0.0160,-57.384
"4.86",16.0000,-57.303
"3.31",8.0000,-57.053
"4.69",2.0000,-56.573
"6.6",0.0200,-56.561
"4.70",0.1250,-56.527
"3.18",0.5000,-56.320
"6.20",16.0000,-56.192
"3.16",1.5000,-56.188
"3.57",1.0000,-56.111
"AM8192",0.0600,-56.056
"3.14",4.0000,-55.822
"3.15",0.5000,-55.401
"4.42",4.0000,-55.373
"3.61",16.0000,-54.925
"3.42",4.0000,-54.672
"4.85",64.0000,-54.515
"3.23",8.0000,-54.509
"4.37",0.0160,-54.448
"4.78",1.0000,-54.320
"3.56",0.5000,-54.218
"4.39",0.0300,-54.196
"6.11",2.0000,-54.007
"3.37",1.0000,-53.874
"4.56",0.5000,-53.827
"4.66",8.0000,-53.039
"4.44",0.1250,-52.998
"4.61",32.0000,-52.854
"3.44",8.0000,-51.779
"4.53",0.2500,-50.928
"3.38",0.2500,-50.532
"6.16",0.2500,-50.495
"3.24",2.0000,-50.275
"6.19",0.1300,-49.923
"4.87",16.0000,-49.049
"3.57",1.0000,-48.826
"4.83",64.0000,-48.462
"6.10",1.0600,-48.421
"3.60",16.0000,-48.159
"3.42",4.0000,-48.099
"3.45",0.5000,-47.926
"3.27",8.0000,-47.589
"6.22",0.0300,-47.495
"3.46",0.2500,-47.318
"4.80",8.0000,-47.219
"4.65",16.0000,-46.591
"4.64",16.0000,-45.379
"4.48",0.5000,-41.510
"6.19",0.1300,-39.556
"4.60",8.0000,-39.208
"6.12",8.0000,-36.609
"3.13",8.0000,-27.848
