"Title","MIC","MMGBSA dG Bind"
"4.41",0.0500,-60.943
"4.67",0.2500,-60.922
"4.53",0.2500,-60.862
"5.33",0.2500,-60.662
"6.22",0.0300,-60.617
"5.48",16.0000,-60.608
"5.62",0.1250,-60.571
"3.49",0.0630,-60.441
"3.31",8.0000,-60.418
"4.55",1.0000,-60.402
"5.16",0.0160,-60.270
"5.14",0.0630,-60.267
"5.51",0.0630,-60.258
"6.25",0.0300,-60.229
"3.54",0.1250,-60.163
"5.17",0.0310,-60.149
"6.24",16.0000,-60.117
"5.8",0.0630,-60.011
"4.73",0.5000,-59.983
"4.35",0.0080,-59.954
"3.30",4.0000,-59.812
"4.37",0.0160,-59.765
"4.58",0.0160,-59.740
"5.9",0.1250,-59.726
"3.53",4.0000,-59.632
"5.66",0.1250,-59.615
"5.46",0.0630,-59.516
"4.6",0.0160,-59.411
"5.3",0.0160,-59.411
"AM8085",0.0160,-59.410
"4.81",1.0000,-59.388
"3.12",2.0000,-59.384
"3.9",1.5000,-59.372
"5.11",0.1250,-59.257
"3.30",4.0000,-59.179
"5.45",0.0310,-59.171
"4.45",0.0310,-59.122
"3.15",0.5000,-59.000
"6.21",0.0200,-58.994
"3.17",1.0000,-58.869
"4.54",0.5000,-58.869
"5.15",0.0310,-58.576
"4.46",0.5000,-58.360
"5.5",0.5000,-58.360
"3.52",0.2500,-58.301
"3.31",8.0000,-58.300
"4.45",0.0310,-58.285
"3.28",8.0000,-58.145
"3.50",0.0630,-58.103
"4.74",4.0000,-57.970
"6.19",0.1300,-57.957
"3.55",1.0000,-57.915
"3.18",0.5000,-57.862
"3.11",8.0000,-57.717
"3.59",8.0000,-57.624
"4.69",2.0000,-57.621
"4.68",0.5000,-57.540
"2.8",2.0000,-57.497
"5.28",0.2500,-57.370
"5.6",0.0310,-57.368
"4.51",0.0630,-57.313
"4.70",0.1250,-57.272
"5.10",0.0630,-57.134
"4.40",0.0600,-57.098
"3.14",4.0000,-56.973
"6.6",0.0200,-56.961
"3.23",8.0000,-56.864
"4.38",0.0300,-56.748
"4.71",16.0000,-56.738
"4.82",2.0000,-56.736
"5.13",0.0160,-56.623
"5.18",0.0630,-56.557
"4.57",0.0310,-56.517
"6.9",0.5000,-56.376
"6.20",16.0000,-56.284
"4.66",8.0000,-56.263
"4.47",0.2500,-56.215
"6.13",0.2500,-56.105
"4.52",2.0000,-56.026
"2.7",0.2500,-56.006
"3.4",0.2500,-56.006
"3.7",0.5000,-55.852
"4.36",0.0310,-55.665
"4.39",0.0300,-55.506
"6.19",0.1300,-55.427
"3.62",2.0000,-55.417
"4.48",0.5000,-55.369
"4.85",64.0000,-54.468
"6.14",0.5000,-54.191
"4.86",16.0000,-53.844
"AM8192",0.0600,-53.793
"4.87",16.0000,-53.618
"3.60",16.0000,-53.059
"4.42",4.0000,-52.835
"4.44",0.1250,-52.289
"3.16",1.5000,-52.123
"3.56",0.5000,-51.683
"4.64",16.0000,-49.928
"4.77",16.0000,-49.585
"3.45",0.5000,-49.302
"4.65",16.0000,-46.282
"4.56",0.5000,-46.171
"4.43",0.2500,-46.079
"3.15",0.5000,-44.820
"3.46",0.2500,-44.611
"4.79",1.0000,-44.427
"4.75",16.0000,-44.357
"4.83",64.0000,-43.156
"6.10",1.0600,-42.642
"6.11",2.0000,-42.279
"3.57",1.0000,-41.369
"4.76",8.0000,-40.974
"4.80",8.0000,-38.243
"4.84",32.0000,-37.895
"3.57",1.0000,-37.561
"4.62",8.0000,-37.391
"3.52",0.2500,-33.004
"4.63",0.1250,-29.918
"3.13",8.0000,-29.212
