"Title","MIC","docking score"
"4.77",16.0000,-7.780
"3.17",1.0000,-7.340
"4.50",16.0000,-7.305
"3.59",8.0000,-7.206
"3.52",0.2500,-7.167
"3.12",2.0000,-7.108
"3.50",0.0630,-7.084
"3.52",0.2500,-7.029
"4.55",1.0000,-7.017
"3.12",2.0000,-6.850
"3.44",8.0000,-6.816
"3.49",0.0630,-6.779
"3.61",16.0000,-6.737
"3.58",0.2500,-6.736
"6.21",0.0200,-6.733
"6.25",0.0300,-6.711
"3.62",2.0000,-6.698
"3.56",0.5000,-6.694
"3.37",1.0000,-6.642
"3.57",1.0000,-6.560
"3.22",4.0000,-6.528
"4.54",0.5000,-6.512
"3.38",0.2500,-6.500
"3.21",4.0000,-6.492
"3.46",0.2500,-6.489
"3.43",2.0000,-6.488
"4.58",0.0160,-6.461
"3.60",16.0000,-6.455
"3.7",0.5000,-6.448
"3.36",4.0000,-6.438
"3.8",0.2500,-6.407
"3.42",4.0000,-6.406
"3.34",0.2500,-6.398
"3.53",4.0000,-6.393
"3.28",8.0000,-6.389
"3.6",0.2500,-6.388
"3.26",0.1200,-6.361
"4.81",1.0000,-6.354
"3.33",0.2500,-6.353
"3.58",0.2500,-6.337
"4.38",0.0300,-6.329
"3.54",0.1250,-6.309
"4.63",0.1250,-6.297
"3.48",0.1300,-6.297
"4.62",8.0000,-6.284
"3.10",8.0000,-6.279
"3.15",0.5000,-6.278
"4.49",0.0630,-6.269
"3.53",4.0000,-6.226
"4.78",1.0000,-6.221
"4.53",0.2500,-6.221
"2.8",2.0000,-6.217
"3.25",0.2500,-6.208
"3.55",1.0000,-6.203
"6.18",2.0000,-6.203
"3.14",4.0000,-6.181
"4.42",4.0000,-6.178
"3.9",1.5000,-6.177
"6.9",0.5000,-6.168
"4.59",0.0630,-6.147
"3.4",0.2500,-6.145
"2.7",0.2500,-6.145
"6.20",16.0000,-6.124
"4.57",0.0310,-6.114
"6.13",0.2500,-6.101
"4.67",0.2500,-6.096
"3.24",2.0000,-6.096
"6.23",0.0300,-6.094
"4.76",8.0000,-6.093
"3.31",8.0000,-6.089
"3.41",8.0000,-6.079
"4.79",1.0000,-6.071
"4.66",8.0000,-6.067
"4.73",0.5000,-6.065
"3.32",0.1200,-6.062
"3.30",4.0000,-6.056
"3.27",8.0000,-6.048
"3.40",8.0000,-6.035
"3.23",8.0000,-6.033
"3.16",1.5000,-6.019
"3.31",8.0000,-6.014
"3.18",0.5000,-6.010
"6.7",4.0000,-6.009
"4.56",0.5000,-5.998
"6.16",0.2500,-5.997
"3.29",2.0000,-5.990
"6.14",0.5000,-5.989
"6.6",0.0200,-5.989
"4.37",0.0160,-5.986
"4.51",0.0630,-5.980
"3.45",0.5000,-5.959
"3.35",1.0000,-5.953
"4.85",64.0000,-5.930
"6.10",1.0600,-5.879
"3.39",2.0000,-5.868
"4.35",0.0080,-5.856
"3.13",8.0000,-5.846
"3.15",0.5000,-5.846
"4.41",0.0500,-5.828
"4.69",2.0000,-5.817
"4.39",0.0300,-5.804
"4.48",0.5000,-5.788
"3.51",0.5000,-5.781
"4.64",16.0000,-5.780
"4.82",2.0000,-5.769
"4.72",0.1250,-5.763
"4.40",0.0600,-5.759
"6.11",2.0000,-5.739
"6.5",0.0200,-5.727
"6.8",0.0600,-5.717
"4.68",0.5000,-5.711
"4.46",0.5000,-5.703
"4.44",0.1250,-5.685
"3.47",0.2500,-5.685
"4.52",2.0000,-5.663
"6.24",16.0000,-5.653
"4.47",0.2500,-5.649
"3.30",4.0000,-5.648
"4.36",0.0310,-5.636
"4.6",0.0160,-5.626
"AM8085",0.0160,-5.626
"4.71",16.0000,-5.617
"AM8192",0.0600,-5.566
"4.43",0.2500,-5.559
"AM8191",0.0200,-5.558
"3.57",1.0000,-5.555
"4.74",4.0000,-5.515
"4.70",0.1250,-5.450
"6.19",0.1300,-5.445
"4.84",32.0000,-5.398
"3.11",8.0000,-5.391
"3.42",4.0000,-5.367
"4.86",16.0000,-5.314
"3.39",2.0000,-5.288
"4.65",16.0000,-5.236
"4.83",64.0000,-5.214
"4.45",0.0310,-5.110
"4.45",0.0310,-5.084
"6.12",8.0000,-5.070
"4.87",16.0000,-4.973
"6.19",0.1300,-4.896
"4.80",8.0000,-4.832
"4.75",16.0000,-4.688
"4.61",32.0000,-4.410
"4.60",8.0000,-3.953
"6.22",0.0300,-2.913
