"Title","MIC","docking score"
"5.54",16.0000,-8.857
"3.12",2.0000,-8.124
"5.64",8.0000,-8.557
"3.58",0.2500,-7.358
"3.31",8.0000,-7.136
"3.17",1.0000,-8.223
"4.77",16.0000,-8.046
"3.15",0.5000,-6.818
"5.52",0.0630,-8.047
"5.50",0.2500,-7.983
"3.12",2.0000,-7.733
"5.65",16.0000,-7.987
"5.48",16.0000,-7.930
"4.50",16.0000,-7.801
"5.60",0.5000,-7.785
"3.59",8.0000,-7.818
"3.30",4.0000,-6.641
"3.50",0.0630,-7.738
"5.63",0.0630,-7.647
"3.57",1.0000,-7.301
"3.8",0.2500,-7.581
"3.58",0.2500,-7.494
"4.55",1.0000,-7.569
"5.53",1.0000,-7.565
"3.62",2.0000,-7.590
"3.25",0.2500,-7.516
"6.21",0.0200,-7.534
"3.26",0.1200,-7.508
"3.48",0.1300,-7.453
"3.37",1.0000,-7.464
"5.51",0.0630,-7.437
"3.22",4.0000,-7.451
"3.43",2.0000,-7.368
"5.49",0.0310,-7.350
"3.21",4.0000,-7.374
"3.36",4.0000,-7.342
"4.81",1.0000,-7.282
"4.53",0.2500,-7.264
"3.49",0.0630,-7.297
"3.41",8.0000,-7.246
"5.59",0.1250,-7.205
"3.9",1.5000,-7.187
"6.25",0.0300,-7.199
"5.18",0.0630,-7.161
"3.16",1.5000,-7.176
"3.7",0.5000,-7.150
"3.34",0.2500,-7.155
"3.51",0.5000,-7.167
"3.14",4.0000,-7.127
"5.47",0.2500,-7.127
"2.7",0.2500,-7.121
"3.4",0.2500,-7.121
"5.9",0.1250,-7.119
"3.39",2.0000,-6.814
"4.54",0.5000,-7.113
"3.39",2.0000,-6.578
"3.54",0.1250,-7.144
"3.55",1.0000,-7.129
"5.26",0.1250,-7.078
"3.52",0.2500,-6.990
"5.61",1.0000,-7.074
"3.29",2.0000,-7.073
"3.24",2.0000,-7.069
"5.17",0.0310,-7.056
"3.47",0.2500,-7.052
"3.31",8.0000,-6.995
"3.18",0.5000,-7.070
"5.62",0.1250,-7.023
"4.63",0.1250,-7.022
"3.53",4.0000,-6.070
"5.20",1.0000,-7.013
"3.11",8.0000,-7.008
"3.56",0.5000,-7.042
"5.13",0.0160,-6.993
"3.60",16.0000,-6.964
"3.52",0.2500,-6.011
"4.38",0.0300,-6.946
"4.78",1.0000,-6.942
"3.33",0.2500,-6.952
"5.46",0.0630,-6.929
"3.40",8.0000,-6.962
"5.8",0.0630,-6.903
"4.58",0.0160,-6.892
"4.57",0.0310,-6.887
"5.10",0.0630,-6.881
"5.19",0.2500,-6.880
"3.38",0.2500,-6.896
"6.5",0.0200,-6.875
"6.6",0.0200,-6.873
"6.23",0.0300,-6.854
"6.19",0.1300,-5.759
"5.12",0.0630,-6.853
"4.67",0.2500,-6.848
"4.42",4.0000,-6.834
"3.30",4.0000,-6.752
"4.44",0.1250,-6.798
"5.67",0.1250,-6.790
"3.32",0.1200,-6.809
"5.21",0.0630,-6.786
"3.46",0.2500,-6.786
"5.45",0.0310,-6.766
"3.10",8.0000,-6.754
"4.37",0.0160,-6.751
"5.11",0.1250,-6.730
"3.42",4.0000,-6.591
"2.8",2.0000,-6.722
"4.39",0.0300,-6.709
"5.14",0.0630,-6.693
"4.59",0.0630,-6.693
"3.23",8.0000,-6.666
"5.6",0.0310,-6.668
"4.87",16.0000,-6.656
"6.11",2.0000,-6.645
"4.49",0.0630,-6.626
"3.53",4.0000,-6.539
"4.79",1.0000,-6.620
"4.66",8.0000,-6.618
"4.41",0.0500,-6.598
"5.23",0.1250,-6.590
"3.13",8.0000,-6.567
"3.15",0.5000,-6.526
"6.16",0.2500,-6.565
"3.45",0.5000,-6.583
"4.72",0.1250,-6.557
"4.6",0.0160,-6.544
"5.3",0.0160,-6.544
"AM8085",0.0160,-6.544
"4.51",0.0630,-6.532
"4.74",4.0000,-6.527
"6.10",1.0600,-6.522
"4.48",0.5000,-6.517
"4.73",0.5000,-6.514
"4.82",2.0000,-6.502
"3.57",1.0000,-6.029
"AM8191",0.0200,-6.495
"3.35",1.0000,-6.495
"5.30",0.5000,-6.470
"5.16",0.0160,-6.466
"6.24",16.0000,-6.455
"5.15",0.0310,-6.455
"4.68",0.5000,-6.451
"4.40",0.0600,-6.438
"4.35",0.0080,-6.435
"5.66",0.1250,-6.419
"4.36",0.0310,-6.398
"4.47",0.2500,-6.372
"6.18",2.0000,-6.359
"6.19",0.1300,-6.284
"6.7",4.0000,-6.333
"3.44",8.0000,-6.360
"4.71",16.0000,-6.299
"6.13",0.2500,-6.294
"4.76",8.0000,-6.286
"3.61",16.0000,-6.284
"4.52",2.0000,-6.259
"4.85",64.0000,-6.234
"4.45",0.0310,-5.751
"5.7",0.2500,-6.225
"4.46",0.5000,-6.257
"5.5",0.5000,-6.257
"6.8",0.0600,-6.210
"3.42",4.0000,-5.325
"4.64",16.0000,-6.177
"4.70",0.1250,-6.177
"4.69",2.0000,-6.165
"6.14",0.5000,-6.146
"4.45",0.0310,-5.708
"4.84",32.0000,-6.109
"4.86",16.0000,-6.100
"AM8192",0.0600,-6.094
"3.28",8.0000,-6.079
"6.20",16.0000,-6.074
"4.65",16.0000,-6.031
"5.33",0.2500,-6.049
"5.28",0.2500,-6.037
"6.9",0.5000,-5.975
"4.56",0.5000,-5.971
"5.32",1.0000,-5.967
"4.83",64.0000,-5.891
"6.22",0.0300,-5.890
"3.6",0.2500,-5.837
"3.27",8.0000,-5.790
"5.29",0.2500,-5.722
"5.31",0.5000,-5.697
"4.43",0.2500,-5.287
"6.12",8.0000,-5.286
"4.75",16.0000,-5.019
"4.60",8.0000,-5.033
"4.80",8.0000,-4.892
"4.62",8.0000,-4.645
"4.61",32.0000,-4.217
