"Title","MIC","docking score"
"4.45",0.0310,-5.732
"4.83",64.0000,-6.142
"4.75",16.0000,-6.103
"4.68",0.5000,-6.064
"5.28",0.2500,-6.067
"4.84",32.0000,-6.026
"5.10",0.0630,-5.996
"4.42",4.0000,-5.972
"6.22",0.0300,-6.001
"5.33",0.2500,-5.975
"4.85",64.0000,-5.921
"4.86",16.0000,-5.868
"6.19",0.1300,-4.647
"6.10",1.0600,-5.701
"6.12",8.0000,-5.700
"5.29",0.2500,-5.516
"4.60",8.0000,-5.207
"6.20",16.0000,-5.069
"4.61",32.0000,-4.785
"4.80",8.0000,-4.161
