"Title","MIC","MMGBSA dG Bind"
"2.7",0.2500,-49.790
"2.8",2.0000,-49.604
"3.4",0.2500,-49.790
"3.6",0.2500,-54.034
"3.7",0.5000,-49.417
"3.8",0.2500,-43.744
"3.9",1.5000,-34.562
"3.10",8.0000,-37.410
"3.11",8.0000,-40.707
"3.12",2.0000,-46.931
"3.12",2.0000,-44.514
"3.13",8.0000,-39.707
"3.14",4.0000,-48.860
"3.15",0.5000,-52.376
"3.15",0.5000,-51.936
"3.16",1.5000,-46.899
"3.17",1.0000,-51.738
"3.18",0.5000,-48.064
"3.21",4.0000,-50.645
"3.22",4.0000,-44.444
"3.23",8.0000,-45.129
"3.24",2.0000,-47.537
"3.25",0.2500,-51.112
"3.26",0.1200,-44.406
"3.27",8.0000,-42.961
"3.28",8.0000,-44.518
"3.29",2.0000,-55.765
"3.30",4.0000,-46.580
"3.30",4.0000,-43.268
"3.31",8.0000,-50.110
"3.31",8.0000,-45.936
"3.32",0.1200,-47.687
"3.33",0.2500,-43.127
"3.34",0.2500,-40.844
"3.35",1.0000,-46.674
"3.36",4.0000,-32.768
"3.37",1.0000,-38.754
"3.38",0.2500,-51.349
"3.39",2.0000,-55.189
"3.39",2.0000,-49.199
"3.40",8.0000,-45.206
"3.41",8.0000,-47.090
"3.42",4.0000,-27.197
"3.42",4.0000,-24.619
"3.43",2.0000,-40.039
"3.44",8.0000,-31.737
"3.45",0.5000,-42.728
"3.46",0.2500,-41.731
"3.47",0.2500,-49.790
"3.48",0.1300,-47.157
"3.49",0.0630,-39.304
"3.50",0.0630,-41.811
"3.51",0.5000,-44.148
"3.52",0.2500,-42.707
"3.52",0.2500,-40.430
"3.53",4.0000,-24.981
"3.53",4.0000,-24.196
"3.54",0.1250,-45.922
"3.55",1.0000,-44.503
"3.56",0.5000,-41.600
"3.57",1.0000,-48.716
"3.57",1.0000,-46.159
"3.58",0.2500,-47.141
"3.58",0.2500,-46.042
"3.59",8.0000,-49.971
"3.60",16.0000,-41.288
"3.61",16.0000,-39.050
"3.62",2.0000,-40.226
"4.6",0.0160,-54.617
"4.35",0.0080,-53.938
"4.36",0.0310,-56.737
"4.37",0.0160,-52.331
"4.38",0.0300,-55.870
"4.39",0.0300,-55.378
"4.40",0.0600,-57.148
"4.41",0.0500,-43.713
"4.42",4.0000,-48.028
"4.43",0.2500,-37.081
"4.44",0.1250,-42.753
"4.45",0.0310,-54.247
"4.45",0.0310,-53.475
"4.46",0.5000,-54.090
"4.47",0.2500,-57.498
"4.48",0.5000,-58.873
"4.49",0.0630,-53.579
"4.50",16.0000,-51.727
"4.51",0.0630,-60.213
"4.52",2.0000,-59.220
"4.53",0.2500,-46.449
"4.54",0.5000,-65.270
"4.55",1.0000,-52.049
"4.56",0.5000,-57.521
"4.57",0.0310,-58.566
"4.58",0.0160,-56.179
"4.59",0.0630,-52.872
"4.60",8.0000,-33.818
"4.61",32.0000,-43.282
"4.62",8.0000,-25.265
"4.63",0.1250,-59.068
"4.64",16.0000,-46.278
"4.65",16.0000,-46.043
"4.66",8.0000,-48.364
"4.67",0.2500,-50.228
"4.68",0.5000,-51.670
"4.69",2.0000,-55.553
"4.70",0.1250,-54.638
"4.71",16.0000,-50.885
"4.72",0.1250,-58.112
"4.73",0.5000,-57.337
"4.74",4.0000,-58.707
"4.75",16.0000,-48.033
"4.76",8.0000,-50.996
"4.77",16.0000,-55.819
"4.78",1.0000,-52.190
"4.79",1.0000,-61.004
"4.80",8.0000,-4.968
"4.81",1.0000,-59.878
"4.82",2.0000,-50.602
"4.83",64.0000,-42.475
"4.84",32.0000,-52.768
"4.85",64.0000,-58.170
"4.86",16.0000,-49.764
"4.87",16.0000,-49.825
"6.5",0.0200,-48.598
"6.6",0.0200,-52.961
"6.7",4.0000,-42.295
"6.8",0.0600,-43.371
"6.9",0.5000,-52.462
"6.10",1.0600,-54.747
"6.11",2.0000,-32.362
"6.12",8.0000,-40.587
"6.13",0.2500,-51.192
"6.14",0.5000,-48.211
"6.16",0.2500,-34.904
"6.18",2.0000,-31.633
"6.19",0.1300,-52.682
"6.19",0.1300,-51.567
"6.20",16.0000,-51.139
"6.21",0.0200,-56.227
"6.22",0.0300,-52.223
"6.23",0.0300,-57.314
"6.24",16.0000,-52.818
"6.25",0.0300,-57.978
"AM8085",0.0160,-54.812
"AM8191",0.0200,-59.297
"AM8192",0.0600,-51.663
