"Title","MIC","MMGBSA dG Bind"
"2.7",0.2500,-58.052
"2.8",2.0000,-64.792
"3.4",0.2500,-58.052
"3.6",0.2500,-71.510
"3.7",0.5000,-56.894
"3.8",0.2500,-67.706
"3.9",1.5000,-63.037
"3.10",8.0000,-58.347
"3.11",8.0000,-61.829
"3.12",2.0000,-64.842
"3.12",2.0000,-61.507
"3.13",8.0000,-34.668
"3.14",4.0000,-55.015
"3.15",0.5000,-51.778
"3.15",0.5000,-48.297
"3.16",1.5000,-56.408
"3.17",1.0000,-55.961
"3.18",0.5000,-59.983
"3.21",4.0000,-65.367
"3.22",4.0000,-65.810
"3.23",8.0000,-55.743
"3.24",2.0000,-66.511
"3.25",0.2500,-69.785
"3.26",0.1200,-75.091
"3.27",8.0000,-53.288
"3.28",8.0000,-62.662
"3.29",2.0000,-61.995
"3.30",4.0000,-61.500
"3.30",4.0000,-58.804
"3.31",8.0000,-59.591
"3.31",8.0000,-56.605
"3.32",0.1200,-60.071
"3.33",0.2500,-58.980
"3.34",0.2500,-70.881
"3.35",1.0000,-68.383
"3.36",4.0000,-70.113
"3.37",1.0000,-68.485
"3.38",0.2500,-72.890
"3.39",2.0000,-60.782
"3.39",2.0000,-60.561
"3.40",8.0000,-62.434
"3.41",8.0000,-64.431
"3.42",4.0000,-65.330
"3.42",4.0000,-63.639
"3.43",2.0000,-65.216
"3.44",8.0000,-70.584
"3.45",0.5000,-47.145
"3.46",0.2500,-42.934
"3.47",0.2500,-63.400
"3.48",0.1300,-64.716
"3.49",0.0630,-61.476
"3.50",0.0630,-60.699
"3.51",0.5000,-59.478
"3.52",0.2500,-58.659
"3.52",0.2500,-58.511
"3.53",4.0000,-67.090
"3.53",4.0000,-55.971
"3.54",0.1250,-60.865
"3.55",1.0000,-60.262
"3.56",0.5000,-54.964
"3.57",1.0000,-55.244
"3.57",1.0000,-49.199
"3.58",0.2500,-70.323
"3.58",0.2500,-67.841
"3.59",8.0000,-58.311
"3.60",16.0000,-51.189
"3.61",16.0000,-59.376
"3.62",2.0000,-61.421
"4.6",0.0160,-56.857
"4.35",0.0080,-62.948
"4.36",0.0310,-60.025
"4.37",0.0160,-60.919
"4.38",0.0300,-56.393
"4.39",0.0300,-54.113
"4.40",0.0600,-60.782
"4.41",0.0500,-58.872
"4.42",4.0000,-54.020
"4.43",0.2500,-67.470
"4.44",0.1250,-58.653
"4.45",0.0310,-59.486
"4.45",0.0310,-58.168
"4.46",0.5000,-57.579
"4.47",0.2500,-57.864
"4.48",0.5000,-39.853
"4.49",0.0630,-68.435
"4.50",16.0000,-60.056
"4.51",0.0630,-60.153
"4.52",2.0000,-57.553
"4.53",0.2500,-61.553
"4.54",0.5000,-63.937
"4.55",1.0000,-65.068
"4.56",0.5000,-55.826
"4.57",0.0310,-59.798
"4.58",0.0160,-57.011
"4.59",0.0630,-61.220
"4.60",8.0000,-37.997
"4.61",32.0000,-49.693
"4.62",8.0000,-36.792
"4.63",0.1250,-64.513
"4.64",16.0000,-45.262
"4.65",16.0000,-46.461
"4.66",8.0000,-56.456
"4.67",0.2500,-61.033
"4.68",0.5000,-57.377
"4.69",2.0000,-52.334
"4.70",0.1250,-53.275
"4.71",16.0000,-51.078
"4.72",0.1250,-56.416
"4.73",0.5000,-58.507
"4.74",4.0000,-61.218
"4.75",16.0000,-49.491
"4.76",8.0000,-56.833
"4.77",16.0000,-64.086
"4.78",1.0000,-66.358
"4.79",1.0000,-64.628
"4.80",8.0000,-62.642
"4.81",1.0000,-63.426
"4.82",2.0000,-59.115
"4.83",64.0000,-43.357
"4.84",32.0000,-53.604
"4.85",64.0000,-56.690
"4.86",16.0000,-56.623
"4.87",16.0000,-49.597
"6.5",0.0200,-67.531
"6.6",0.0200,-55.487
"6.7",4.0000,-60.153
"6.8",0.0600,-65.630
"6.9",0.5000,-51.774
"6.10",1.0600,-60.908
"6.11",2.0000,-63.968
"6.12",8.0000,-58.652
"6.13",0.2500,-65.959
"6.14",0.5000,-60.315
"6.16",0.2500,-57.227
"6.18",2.0000,-59.295
"6.19",0.1300,-64.805
"6.19",0.1300,-58.613
"6.20",16.0000,-56.534
"6.21",0.0200,-61.871
"6.22",0.0300,-64.222
"6.23",0.0300,-61.352
"6.24",16.0000,-62.255
"6.25",0.0300,-64.723
"AM8085",0.0160,-56.917
"AM8191",0.0200,-63.741
"AM8192",0.0600,-61.092
