"Title","MIC","MMGBSA dG Bind"
"6.10",1.0600,-59.860
"3.17",1.0000,-59.507
"4.70",0.1250,-59.507
"3.12",2.0000,-59.413
"4.62",8.0000,-59.402
"2.7",0.2500,-59.306
"3.4",0.2500,-59.306
"3.53",4.0000,-59.297
"4.73",0.5000,-59.290
"5.61",1.0000,-59.268
"4.50",16.0000,-59.264
"4.77",16.0000,-59.237
"5.12",0.0630,-59.214
"3.18",0.5000,-59.066
"4.53",0.2500,-58.955
"6.18",2.0000,-58.942
"5.14",0.0630,-58.923
"5.54",16.0000,-58.841
"3.30",4.0000,-58.818
"4.42",4.0000,-58.795
"6.11",2.0000,-58.639
"6.21",0.0200,-58.615
"5.33",0.2500,-58.597
"4.41",0.0500,-58.510
"3.28",8.0000,-58.421
"4.80",8.0000,-58.344
"3.15",0.5000,-58.328
"3.59",8.0000,-58.181
"4.67",0.2500,-58.088
"6.12",8.0000,-57.991
"5.13",0.0160,-57.903
"5.21",0.0630,-57.700
"4.63",0.1250,-57.664
"3.10",8.0000,-57.639
"4.46",0.5000,-57.560
"5.5",0.5000,-57.560
"4.52",2.0000,-57.458
"5.31",0.5000,-57.257
"3.40",8.0000,-57.257
"3.52",0.2500,-57.208
"3.31",8.0000,-57.067
"4.69",2.0000,-57.047
"4.76",8.0000,-57.042
"4.58",0.0160,-56.959
"3.7",0.5000,-56.901
"4.85",64.0000,-56.786
"4.86",16.0000,-56.567
"3.11",8.0000,-56.523
"AM8085",0.0160,-56.504
"4.6",0.0160,-56.496
"5.3",0.0160,-56.496
"4.47",0.2500,-56.418
"4.66",8.0000,-56.394
"4.48",0.5000,-56.347
"4.57",0.0310,-56.193
"4.59",0.0630,-56.123
"4.72",0.1250,-55.915
"5.20",1.0000,-55.882
"5.18",0.0630,-55.731
"4.44",0.1250,-55.702
"4.56",0.5000,-55.654
"AM8192",0.0600,-55.650
"3.15",0.5000,-55.622
"6.6",0.0200,-55.517
"3.57",1.0000,-55.240
"3.31",8.0000,-55.225
"3.16",1.5000,-54.907
"3.23",8.0000,-54.746
"4.39",0.0300,-54.515
"4.38",0.0300,-54.167
"4.74",4.0000,-53.952
"4.84",32.0000,-53.932
"3.56",0.5000,-53.898
"4.82",2.0000,-53.827
"3.57",1.0000,-53.685
"4.43",0.2500,-53.387
"6.14",0.5000,-53.327
"3.14",4.0000,-53.099
"5.64",8.0000,-52.741
"6.9",0.5000,-52.247
"6.22",0.0300,-51.895
"3.60",16.0000,-51.313
"3.52",0.2500,-51.073
"4.71",16.0000,-51.042
"4.87",16.0000,-49.913
"6.19",0.1300,-49.838
"4.75",16.0000,-49.439
"3.45",0.5000,-47.556
"6.19",0.1300,-46.262
"4.64",16.0000,-45.220
"3.46",0.2500,-45.044
"4.61",32.0000,-43.170
"4.83",64.0000,-42.951
"3.13",8.0000,-38.039
"4.60",8.0000,-37.288
"4.65",16.0000,-34.190
"6.20",16.0000,-28.064
