"Title","MIC","MMGBSA dG Bind"
"5.60",0.5000,-67.023
"5.53",1.0000,-66.630
"5.51",0.0630,-65.864
"5.26",0.1250,-65.186
"5.19",0.2500,-64.878
"5.21",0.0630,-64.551
"5.9",0.1250,-64.451
"5.29",0.2500,-64.014
"5.20",1.0000,-63.899
"5.62",0.1250,-63.756
"AM8191",0.0200,-63.734
"5.18",0.0630,-63.267
"5.23",0.1250,-63.190
"5.31",0.5000,-63.158
"5.33",0.2500,-63.019
"5.47",0.2500,-62.794
"5.17",0.0310,-62.522
"5.46",0.0630,-62.023
"5.63",0.0630,-61.943
"5.66",0.1250,-61.382
"5.67",0.1250,-61.297
"5.52",0.0630,-61.207
"5.30",0.5000,-61.202
"5.28",0.2500,-61.188
"5.6",0.0310,-61.117
"5.14",0.0630,-60.471
"5.10",0.0630,-60.423
"5.59",0.1250,-60.354
"5.7",0.2500,-60.174
"5.15",0.0310,-60.142
"5.61",1.0000,-60.035
"5.48",16.0000,-60.003
"5.3",0.0160,-59.987
"5.45",0.0310,-59.980
"5.64",8.0000,-59.654
"5.50",0.2500,-59.635
"5.54",16.0000,-59.578
"5.49",0.0310,-59.375
"2.7",0.2500,-59.306
"5.12",0.0630,-59.214
"5.16",0.0160,-58.829
"5.8",0.0630,-58.817
"5.13",0.0160,-57.903
"5.5",0.5000,-57.560
"5.11",0.1250,-56.863
"5.32",1.0000,-56.644
"5.65",16.0000,-54.545
