"Title","MIC","MMGBSA dG Bind"
"4.81",1.0000,-57.927
"6.10",1.0600,-57.841
"4.47",0.2500,-57.665
"3.15",0.5000,-57.407
"2.8",2.0000,-57.404
"5.10",0.0630,-57.293
"5.28",0.2500,-57.244
"4.41",0.0500,-57.174
"5.15",0.0310,-57.171
"4.40",0.0600,-57.148
"3.43",2.0000,-57.117
"6.6",0.0200,-57.076
"3.28",8.0000,-57.028
"3.52",0.2500,-56.779
"3.17",1.0000,-56.738
"4.46",0.5000,-56.681
"5.5",0.5000,-56.681
"3.23",8.0000,-56.645
"4.57",0.0310,-56.615
"AM8192",0.0600,-56.596
"6.23",0.0300,-56.514
"4.69",2.0000,-56.188
"2.7",0.2500,-56.153
"3.4",0.2500,-56.153
"4.39",0.0300,-56.017
"3.7",0.5000,-56.008
"3.16",1.5000,-55.998
"6.9",0.5000,-55.930
"3.49",0.0630,-55.880
"4.52",2.0000,-55.792
"6.14",0.5000,-55.528
"4.56",0.5000,-55.526
"6.19",0.1300,-55.275
"4.74",4.0000,-55.203
"4.68",0.5000,-55.123
"4.86",16.0000,-55.050
"3.10",8.0000,-54.862
"3.14",4.0000,-54.754
"4.76",8.0000,-54.511
"4.82",2.0000,-54.432
"4.75",16.0000,-54.173
"3.15",0.5000,-53.495
"3.11",8.0000,-53.170
"3.60",16.0000,-52.938
"4.71",16.0000,-52.874
"3.57",1.0000,-52.651
"4.38",0.0300,-52.459
"4.44",0.1250,-52.317
"4.42",4.0000,-52.039
"3.45",0.5000,-51.325
"3.56",0.5000,-50.226
"4.87",16.0000,-49.783
"4.84",32.0000,-48.543
"3.46",0.2500,-48.475
"4.64",16.0000,-47.859
"4.60",8.0000,-46.613
"4.65",16.0000,-46.582
"3.53",4.0000,-45.287
"3.57",1.0000,-44.014
"4.83",64.0000,-43.117
"3.13",8.0000,-42.335
"4.61",32.0000,-37.399
"4.79",1.0000,-37.108
"4.62",8.0000,-36.428
"4.80",8.0000,-35.920
"6.22",0.0300,-31.790
"6.19",0.1300,-26.318
"6.20",16.0000,-15.980
