"Title","MIC","docking score"
"3.52",0.2500,-8.995
"3.53",4.0000,-8.822
"3.12",2.0000,-8.753
"3.58",0.2500,-8.748
"3.57",1.0000,-8.621
"4.77",16.0000,-8.221
"3.12",2.0000,-8.199
"3.50",0.0630,-8.059
"3.17",1.0000,-8.048
"3.15",0.5000,-8.046
"3.13",8.0000,-8.040
"3.31",8.0000,-8.039
"3.59",8.0000,-7.952
"4.50",16.0000,-7.936
"3.58",0.2500,-7.919
"3.28",8.0000,-7.916
"3.56",0.5000,-7.877
"3.49",0.0630,-7.770
"3.42",4.0000,-7.723
"3.30",4.0000,-7.701
"3.42",4.0000,-7.680
"6.21",0.0200,-7.648
"3.8",0.2500,-7.644
"3.51",0.5000,-7.631
"3.52",0.2500,-7.626
"3.62",2.0000,-7.601
"3.22",4.0000,-7.599
"3.6",0.2500,-7.580
"3.57",1.0000,-7.510
"3.54",0.1250,-7.489
"4.55",1.0000,-7.459
"3.43",2.0000,-7.446
"3.25",0.2500,-7.434
"3.48",0.1300,-7.416
"3.14",4.0000,-7.398
"3.37",1.0000,-7.369
"6.25",0.0300,-7.342
"3.55",1.0000,-7.337
"3.34",0.2500,-7.279
"3.21",4.0000,-7.274
"3.7",0.5000,-7.264
"3.10",8.0000,-7.255
"3.15",0.5000,-7.252
"3.39",2.0000,-7.232
"3.38",0.2500,-7.223
"3.60",16.0000,-7.221
"6.18",2.0000,-7.218
"4.53",0.2500,-7.216
"4.38",0.0300,-7.214
"3.27",8.0000,-7.194
"4.58",0.0160,-7.189
"3.32",0.1200,-7.186
"4.54",0.5000,-7.185
"3.39",2.0000,-7.183
"3.26",0.1200,-7.171
"3.4",0.2500,-7.161
"2.7",0.2500,-7.161
"3.16",1.5000,-7.143
"3.47",0.2500,-7.142
"4.87",16.0000,-7.135
"3.40",8.0000,-7.123
"3.9",1.5000,-7.117
"3.18",0.5000,-7.114
"3.31",8.0000,-7.101
"3.33",0.2500,-7.099
"2.8",2.0000,-7.084
"3.36",4.0000,-7.059
"3.29",2.0000,-7.057
"4.81",1.0000,-7.054
"4.63",0.1250,-7.042
"4.51",0.0630,-7.030
"4.59",0.0630,-7.022
"6.16",0.2500,-7.010
"4.65",16.0000,-7.007
"3.61",16.0000,-6.995
"3.41",8.0000,-6.971
"3.11",8.0000,-6.952
"6.5",0.0200,-6.951
"6.7",4.0000,-6.936
"3.30",4.0000,-6.932
"4.72",0.1250,-6.908
"4.76",8.0000,-6.906
"4.49",0.0630,-6.903
"4.78",1.0000,-6.890
"3.44",8.0000,-6.887
"4.39",0.0300,-6.886
"3.46",0.2500,-6.885
"3.24",2.0000,-6.883
"3.45",0.5000,-6.881
"4.56",0.5000,-6.859
"4.37",0.0160,-6.855
"4.67",0.2500,-6.799
"4.6",0.0160,-6.796
"AM8085",0.0160,-6.796
"4.57",0.0310,-6.789
"4.40",0.0600,-6.784
"4.48",0.5000,-6.783
"6.8",0.0600,-6.783
"4.42",4.0000,-6.736
"3.35",1.0000,-6.733
"4.66",8.0000,-6.730
"4.73",0.5000,-6.724
"6.6",0.0200,-6.708
"6.10",1.0600,-6.685
"4.79",1.0000,-6.683
"4.46",0.5000,-6.665
"4.82",2.0000,-6.663
"6.9",0.5000,-6.662
"4.35",0.0080,-6.659
"6.13",0.2500,-6.647
"4.44",0.1250,-6.584
"4.70",0.1250,-6.577
"4.47",0.2500,-6.573
"4.41",0.0500,-6.568
"AM8191",0.0200,-6.549
"4.43",0.2500,-6.544
"4.52",2.0000,-6.517
"6.14",0.5000,-6.516
"AM8192",0.0600,-6.508
"4.75",16.0000,-6.503
"4.69",2.0000,-6.499
"6.23",0.0300,-6.487
"3.23",8.0000,-6.472
"4.68",0.5000,-6.425
"4.36",0.0310,-6.415
"4.85",64.0000,-6.393
"4.86",16.0000,-6.381
"6.19",0.1300,-6.346
"6.24",16.0000,-6.316
"4.45",0.0310,-6.307
"4.64",16.0000,-6.296
"4.71",16.0000,-6.266
"4.83",64.0000,-6.183
"4.74",4.0000,-6.158
"3.53",4.0000,-6.070
"6.19",0.1300,-6.066
"4.45",0.0310,-6.047
"4.80",8.0000,-5.915
"4.84",32.0000,-5.913
"6.12",8.0000,-5.864
"6.11",2.0000,-5.844
"6.20",16.0000,-4.877
"4.62",8.0000,-4.448
"4.60",8.0000,-4.163
"4.61",32.0000,-3.871
