"Title","MIC","docking score"
"5.65",16.0000,-9.142
"3.12",2.0000,-8.367
"5.64",8.0000,-8.993
"3.58",0.2500,-7.468
"3.52",0.2500,-7.449
"3.12",2.0000,-7.981
"3.53",4.0000,-7.222
"5.53",1.0000,-8.123
"3.31",8.0000,-6.880
"5.52",0.0630,-8.013
"4.77",16.0000,-7.973
"4.50",16.0000,-7.906
"3.17",1.0000,-7.932
"5.54",16.0000,-7.866
"6.21",0.0200,-7.887
"6.25",0.0300,-7.864
"3.59",8.0000,-7.860
"4.55",1.0000,-7.807
"5.51",0.0630,-7.724
"3.15",0.5000,-6.446
"3.51",0.5000,-7.640
"3.30",4.0000,-6.509
"3.57",1.0000,-7.258
"5.63",0.0630,-7.500
"3.58",0.2500,-7.407
"3.50",0.0630,-7.498
"5.60",0.5000,-7.419
"5.49",0.0310,-7.396
"5.50",0.2500,-7.394
"3.26",0.1200,-7.409
"5.12",0.0630,-7.352
"5.48",16.0000,-7.339
"3.25",0.2500,-7.314
"3.49",0.0630,-7.321
"3.54",0.1250,-7.286
"3.8",0.2500,-7.243
"3.52",0.2500,-7.152
"4.53",0.2500,-7.230
"3.43",2.0000,-7.196
"2.7",0.2500,-7.157
"3.4",0.2500,-7.157
"3.62",2.0000,-7.189
"3.14",4.0000,-7.149
"3.16",1.5000,-7.164
"4.59",0.0630,-7.138
"3.57",1.0000,-6.641
"5.46",0.0630,-7.068
"5.17",0.0310,-7.059
"5.59",0.1250,-7.039
"3.7",0.5000,-7.034
"3.34",0.2500,-7.053
"3.56",0.5000,-7.067
"5.47",0.2500,-7.029
"5.11",0.1250,-7.029
"5.61",1.0000,-6.989
"5.21",0.0630,-6.981
"3.60",16.0000,-6.947
"3.33",0.2500,-6.976
"5.8",0.0630,-6.954
"3.41",8.0000,-6.983
"3.15",0.5000,-6.898
"3.39",2.0000,-6.399
"3.9",1.5000,-6.931
"3.48",0.1300,-6.922
"3.32",0.1200,-6.940
"3.29",2.0000,-6.911
"5.7",0.2500,-6.905
"3.40",8.0000,-6.922
"3.22",4.0000,-6.921
"5.10",0.0630,-6.857
"4.81",1.0000,-6.844
"5.18",0.0630,-6.818
"4.67",0.2500,-6.805
"4.39",0.0300,-6.803
"3.24",2.0000,-6.798
"3.10",8.0000,-6.800
"5.13",0.0160,-6.797
"3.39",2.0000,-6.486
"4.37",0.0160,-6.787
"5.9",0.1250,-6.779
"3.55",1.0000,-6.806
"4.63",0.1250,-6.765
"4.48",0.5000,-6.756
"3.31",8.0000,-6.714
"4.78",1.0000,-6.735
"6.5",0.0200,-6.727
"6.6",0.0200,-6.710
"5.45",0.0310,-6.710
"4.57",0.0310,-6.700
"3.11",8.0000,-6.699
"5.31",0.5000,-6.691
"3.35",1.0000,-6.700
"5.20",1.0000,-6.681
"6.22",0.0300,-6.717
"4.49",0.0630,-6.674
"5.67",0.1250,-6.662
"4.82",2.0000,-6.662
"5.15",0.0310,-6.649
"6.23",0.0300,-6.643
"4.65",16.0000,-6.625
"3.21",4.0000,-6.656
"3.18",0.5000,-6.655
"6.19",0.1300,-5.514
"2.8",2.0000,-6.603
"3.47",0.2500,-6.602
"4.73",0.5000,-6.577
"4.38",0.0300,-6.561
"3.37",1.0000,-6.578
"4.56",0.5000,-6.551
"4.35",0.0080,-6.550
"4.79",1.0000,-6.550
"4.44",0.1250,-6.549
"4.6",0.0160,-6.547
"5.3",0.0160,-6.547
"AM8085",0.0160,-6.547
"3.46",0.2500,-6.555
"4.42",4.0000,-6.535
"4.43",0.2500,-6.535
"3.13",8.0000,-6.530
"4.54",0.5000,-6.515
"5.26",0.1250,-6.500
"6.24",16.0000,-6.495
"4.87",16.0000,-6.483
"3.44",8.0000,-6.511
"3.23",8.0000,-6.450
"5.16",0.0160,-6.431
"4.64",16.0000,-6.417
"AM8192",0.0600,-6.364
"4.69",2.0000,-6.365
"4.76",8.0000,-6.350
"4.36",0.0310,-6.350
"5.6",0.0310,-6.345
"3.30",4.0000,-6.278
"3.45",0.5000,-6.359
"4.51",0.0630,-6.337
"AM8191",0.0200,-6.335
"4.70",0.1250,-6.335
"3.42",4.0000,-5.468
"5.23",0.1250,-6.316
"5.62",0.1250,-6.308
"3.61",16.0000,-6.302
"4.71",16.0000,-6.285
"4.45",0.0310,-5.809
"4.58",0.0160,-6.269
